1|1|1|Y|Y|Y|Y|\N
2|1|2|Y|Y|Y|Y|\N
3|1|3|Y|Y|Y|Y|\N
4|1|4|Y|Y|Y|Y|\N
5|1|5|Y|Y|Y|N|\N
6|1|6|Y|Y|Y|N|\N
7|1|7|Y|Y|Y|N|\N
8|1|8|Y|Y|Y|N|\N
9|1|9|Y|Y|Y|N|\N
10|1|10|Y|Y|Y|Y|\N
11|1|11|Y|Y|Y|N|\N
12|1|12|Y|Y|Y|N|\N
13|1|13|Y|Y|Y|Y|\N
14|1|14|Y|Y|Y|N|\N
15|1|15|Y|Y|Y|N|\N
16|1|16|Y|Y|Y|N|\N
17|1|17|Y|Y|Y|N|\N
18|1|18|Y|Y|Y|Y|\N
19|1|19|Y|Y|Y|Y|\N
20|1|20|Y|Y|Y|N|\N
21|1|21|Y|N|N|N|\N
22|1|22|Y|N|N|N|\N
23|1|23|Y|Y|Y|N|\N
24|1|24|Y|Y|Y|N|\N
25|1|25|Y|Y|Y|Y|\N
26|1|26|Y|Y|Y|N|\N
27|1|27|Y|Y|Y|N|\N
28|1|28|Y|Y|Y|N|\N
29|1|29|Y|N|N|N|\N
30|1|30|Y|Y|Y|N|\N
31|1|31|Y|Y|Y|N|\N
32|1|32|Y|N|N|N|\N
33|1|33|Y|N|N|N|\N
34|1|34|Y|N|N|N|\N
35|1|35|Y|N|N|N|\N
36|1|36|Y|N|N|N|\N
37|1|37|Y|N|N|N|\N
38|1|38|Y|Y|Y|N|\N
39|1|39|Y|Y|Y|N|\N
40|1|40|Y|N|Y|N|\N
41|1|41|Y|N|N|N|\N
42|1|42|Y|Y|Y|N|\N
43|1|43|Y|Y|Y|N|\N
44|1|44|Y|Y|Y|N|\N
45|1|45|Y|N|Y|N|\N
46|1|46|Y|N|N|N|\N
47|1|47|Y|Y|Y|Y|\N
48|1|48|Y|Y|Y|N|\N
49|1|49|Y|Y|Y|N|\N
50|1|50|Y|Y|Y|Y|\N
51|1|51|Y|N|Y|Y|\N
52|1|52|Y|Y|Y|Y|\N
53|1|53|Y|Y|Y|Y|\N
54|1|54|Y|Y|Y|Y|\N
55|1|55|Y|Y|Y|Y|\N
56|1|56|Y|Y|Y|Y|\N
57|1|57|Y|Y|Y|N|\N
58|1|58|Y|N|N|N|\N
59|1|59|Y|N|N|N|\N
60|1|60|Y|N|N|N|\N
61|1|61|Y|N|N|N|\N
62|1|62|Y|N|N|N|\N
63|1|63|Y|Y|Y|N|\N
64|1|64|Y|Y|Y|N|\N
