1|1|8|Y|N|N|N|\N
2|1|23|Y|Y|N|N|\N
3|1|33|Y|N|N|N|\N
4|1|34|Y|N|N|N|\N
5|1|38|Y|N|Y|N|\N
6|1|54|Y|N|Y|N|\N
7|2|1|Y|Y|Y|Y|\N
8|2|2|Y|Y|Y|Y|\N
9|2|3|Y|Y|Y|Y|\N
10|2|4|Y|Y|Y|Y|\N
11|2|5|Y|Y|Y|N|\N
12|2|6|Y|Y|Y|N|\N
13|2|7|Y|Y|Y|N|\N
14|2|8|Y|Y|Y|N|\N
15|2|9|Y|Y|Y|N|\N
16|2|10|Y|Y|Y|Y|\N
17|2|11|Y|Y|Y|N|\N
18|2|12|Y|Y|Y|N|\N
19|2|13|Y|Y|Y|Y|\N
20|2|14|Y|Y|Y|N|\N
21|2|15|Y|Y|Y|N|\N
22|2|16|Y|Y|Y|N|\N
23|2|17|Y|Y|Y|N|\N
24|2|18|Y|Y|Y|Y|\N
25|2|19|Y|Y|Y|Y|\N
26|2|20|Y|Y|Y|N|\N
27|2|21|Y|N|N|N|\N
28|2|22|Y|N|N|N|\N
29|2|23|Y|Y|Y|N|\N
30|2|24|Y|Y|Y|N|\N
31|2|25|Y|Y|Y|Y|\N
32|2|26|Y|Y|Y|N|\N
33|2|27|Y|Y|Y|N|\N
34|2|28|Y|Y|Y|N|\N
35|2|29|Y|N|N|N|\N
36|2|30|Y|Y|Y|N|\N
37|2|31|Y|Y|Y|N|\N
38|2|32|Y|N|N|N|\N
39|2|33|Y|N|N|N|\N
40|2|34|Y|N|N|N|\N
41|2|35|Y|N|N|N|\N
42|2|36|Y|N|N|N|\N
43|2|37|Y|N|N|N|\N
44|2|38|Y|Y|Y|N|\N
45|2|39|Y|Y|Y|N|\N
46|2|40|Y|N|Y|N|\N
47|2|41|Y|N|N|N|\N
48|2|42|Y|Y|Y|N|\N
49|2|43|Y|Y|Y|N|\N
50|2|44|Y|Y|Y|N|\N
51|2|45|Y|N|Y|N|\N
52|2|46|Y|N|N|N|\N
53|2|47|Y|Y|Y|Y|\N
54|2|48|Y|Y|Y|N|\N
55|2|49|Y|Y|Y|N|\N
56|2|50|Y|Y|Y|Y|\N
57|2|51|Y|N|Y|Y|\N
58|2|52|Y|Y|Y|Y|\N
59|2|53|Y|Y|Y|Y|\N
60|2|54|Y|Y|Y|Y|\N
61|2|55|Y|Y|Y|Y|\N
62|2|56|Y|Y|Y|Y|\N
63|2|57|Y|Y|Y|N|\N
64|2|58|Y|N|N|N|\N
65|2|59|Y|N|N|N|\N
66|2|60|Y|N|N|N|\N
67|2|61|Y|N|N|N|\N
68|2|62|Y|N|N|N|\N
69|2|63|Y|Y|Y|N|\N
70|2|64|Y|Y|Y|N|\N
