1|2|1|Y|Y|Y|Y|Y
2|2|2|Y|Y|Y|Y|Y
3|2|3|Y|Y|Y|Y|Y
4|2|4|Y|Y|Y|Y|Y
5|2|5|Y|Y|Y|Y|Y
6|2|6|Y|Y|Y|Y|Y
7|2|7|Y|Y|Y|Y|Y
8|2|8|Y|Y|Y|Y|Y
9|2|9|Y|Y|Y|Y|Y
10|2|10|Y|Y|Y|Y|Y
11|2|11|Y|Y|Y|Y|Y
12|2|12|Y|Y|Y|Y|Y
13|2|13|Y|Y|Y|Y|Y
14|2|14|Y|Y|Y|Y|Y
15|2|15|Y|Y|Y|Y|Y
16|2|16|Y|Y|Y|Y|Y
17|2|17|Y|Y|Y|Y|Y
18|2|18|Y|Y|Y|Y|Y
19|2|19|Y|Y|Y|Y|Y
20|2|20|Y|Y|Y|Y|Y
21|2|21|Y|Y|Y|Y|Y
22|2|22|Y|Y|Y|Y|Y
23|2|23|Y|Y|Y|Y|Y
24|2|24|Y|Y|Y|Y|Y
25|2|25|Y|Y|Y|Y|Y
26|2|26|Y|Y|Y|Y|Y
27|2|27|Y|Y|Y|Y|Y
28|2|28|Y|Y|Y|Y|Y
29|2|29|Y|Y|Y|Y|Y
30|2|30|Y|Y|Y|Y|Y
31|2|31|Y|Y|Y|Y|Y
32|2|32|Y|Y|Y|Y|Y
33|2|33|Y|Y|Y|Y|Y
34|2|34|Y|Y|Y|Y|Y
35|2|35|Y|Y|Y|Y|Y
36|2|36|Y|Y|Y|Y|Y
37|2|37|Y|Y|Y|Y|Y
38|2|38|Y|Y|Y|Y|Y
39|2|39|Y|Y|Y|Y|Y
40|2|40|Y|Y|Y|Y|Y
41|2|41|Y|Y|Y|Y|Y
42|2|42|Y|Y|Y|Y|Y
43|2|43|Y|Y|Y|Y|Y
44|2|44|Y|Y|Y|Y|Y
45|2|45|Y|Y|Y|Y|Y
46|2|46|Y|Y|Y|Y|Y
47|2|47|Y|Y|Y|Y|Y
48|2|48|Y|Y|Y|Y|Y
49|2|49|Y|Y|Y|Y|Y
50|2|50|Y|Y|Y|Y|Y
51|2|51|Y|Y|Y|Y|Y
52|2|52|Y|Y|Y|Y|Y
53|2|53|Y|Y|Y|Y|Y
54|2|54|Y|Y|Y|Y|Y
55|2|55|Y|Y|Y|Y|Y
56|2|56|Y|Y|Y|Y|Y
57|2|57|Y|Y|Y|Y|Y
58|2|58|Y|Y|Y|Y|Y
59|2|59|Y|Y|Y|Y|Y
60|2|60|Y|Y|Y|Y|Y
