1|1|13|0,100000
2|2|13|0,100000
3|3|18|48
4|3|18|49
5|3|18|50
6|3|18|51
7|4|13|0,10000000000
8|5|16|\N
9|6|16|\N
10|7|14|\N
11|8|15|\N
12|9|18|1036
13|9|18|1037
110|95|13|-100,100
15|10|13|-50,101
16|11|13|0,10
17|12|17|\N
18|13|20|\N
19|14|15|\N
20|15|18|1036
21|15|18|1037
22|16|15|\N
23|17|16|\N
24|18|14|\N
25|19|14|\N
26|20|14|\N
27|21|14|\N
28|22|14|\N
29|23|16|\N
30|24|13|1,11
31|25|16|\N
32|26|15|\N
33|27|15|\N
34|28|17|\N
35|29|20|\N
36|30|15|\N
37|31|14|\N
38|32|13|1,9999999
39|33|14|\N
40|34|18|55
41|34|18|56
42|34|18|57
43|35|18|951
44|35|18|52
45|35|18|53
46|35|18|54
47|36|14|\N
48|37|15|\N
49|38|17|\N
50|39|20|\N
51|40|15|\N
52|41|14|\N
53|42|16|\N
54|43|14|\N
55|44|14|\N
56|45|14|\N
57|46|14|\N
58|47|14|\N
59|48|15|\N
60|49|15|\N
61|50|14|\N
62|51|14|\N
63|52|14|\N
64|53|14|\N
65|54|14|\N
66|55|15|\N
67|56|15|\N
68|57|13|0,99999
69|58|15|\N
70|59|14|\N
71|60|14|\N
72|61|14|\N
73|62|14|\N
74|63|14|\N
75|64|13|0.1,1001.1
76|65|19|\N
77|66|19|\N
78|67|15|\N
79|68|15|\N
80|69|14|\N
81|70|14|\N
82|71|19|\N
83|72|19|\N
84|73|15|\N
85|74|15|\N
86|75|15|\N
87|76|15|\N
88|77|13|0,9999.99
89|78|13|1,999999
90|79|15|\N
91|80|14|\N
92|81|14|\N
93|82|13|0.01,100
94|83|13|0.01,100
95|84|13|0.1,15
96|85|13|0,1001
97|86|18|1036
98|86|18|1037
99|87|18|45
100|87|18|46
101|87|18|47
102|88|13|0,10000000000
103|89|18|1036
104|89|18|1037
105|90|13|1000,9999999999
106|91|17|\N
107|92|13|1,5
108|93|17|\N
109|94|13|100,9999999999
111|96|13|0,14
112|97|13|0,20
113|98|13|0,20
114|99|14|\N
115|100|13|0.1,1001.1
116|101|15|\N
117|102|15|\N
118|103|16|\N
119|104|16|\N
120|105|19|\N
121|106|19|\N
122|107|15|\N
123|34|18|1639
124|34|18|1640
125|108|15|\N
126|109|14|\N
127|109|21|00Y99
128|110|14|\N
129|110|21|N
130|111|14|\N
131|111|21|US
132|112|14|\N
133|112|21|ENVIRON-SURVL
134|113|13|1,10000000
135|114|18|1036
136|114|18|1037
137|115|13|100,9999999999
138|116|17|\N
139|117|13|-50,51
140|118|13|0,2101
141|119|13|700,801
245|127|16|\N
143|121|21|12
144|121|13|0,100
145|122|21|19
146|122|18|1969
147|123|18|1971
148|123|18|1975
149|123|18|1974
150|123|18|1972
151|123|18|1973
152|123|18|1970
153|124|18|1976
154|124|18|1984
155|124|18|1983
156|124|18|1978
157|124|18|1979
158|124|18|1977
159|124|18|1980
160|124|18|1981
161|124|18|1982
162|125|18|1988
163|125|18|1985
164|125|18|1989
165|125|18|1987
166|125|18|1986
167|126|18|1990
168|126|18|1991
169|126|18|1992
170|120|18|1894
171|120|18|1895
172|120|18|1896
173|120|18|1897
174|120|18|1898
175|120|18|1899
176|120|18|1900
177|120|18|1901
178|120|18|1902
179|120|18|1903
180|120|18|1904
181|120|18|1905
182|120|18|1906
183|120|18|1907
184|120|18|1908
185|120|18|1909
186|120|18|1910
187|120|18|1911
188|120|18|1912
189|120|18|1913
190|120|18|1914
191|120|18|1915
192|120|18|1916
246|128|20|\N
193|120|18|1917
194|120|18|1918
195|120|18|1919
196|120|18|1920
197|120|18|1921
198|120|18|1922
199|120|18|1923
200|120|18|1924
201|120|18|1925
202|120|18|1926
203|120|18|1927
204|120|18|1928
205|120|18|1929
206|120|18|1930
207|120|18|1931
208|120|18|1932
209|120|18|1933
210|120|18|1934
211|120|18|1935
212|120|18|1936
213|120|18|1937
214|120|18|1938
215|120|18|1939
216|120|18|1940
217|120|18|1941
218|120|18|1942
219|120|18|1943
220|120|18|1944
221|120|18|1945
222|120|18|1946
223|120|18|1947
224|120|18|1948
225|120|18|1949
226|120|18|1950
227|120|18|1951
228|120|18|1952
229|120|18|1953
230|120|18|1954
231|120|18|1955
232|120|18|1956
233|120|18|1957
234|120|18|1958
235|120|18|1959
236|120|18|1960
237|120|18|1961
238|120|18|1962
239|120|18|1963
240|120|18|1964
241|120|18|1965
242|120|18|1966
243|120|18|1967
244|120|18|1968
247|129|16|\N
248|130|16|\N
249|131|16|\N
250|124|18|2440
251|125|21|02
252|132|18|1988
253|132|18|1985
254|132|18|1989
255|132|18|1987
256|132|18|1986
257|132|21|02
258|133|18|1988
259|133|18|1985
260|133|18|1989
261|133|18|1987
262|133|18|1986
263|133|21|16
264|134|18|1988
265|134|18|1985
266|134|18|1989
267|134|18|1987
268|134|18|1986
269|134|21|18
270|135|18|1988
271|135|18|1985
272|135|18|1989
273|135|18|1987
274|135|18|1986
275|135|21|16
311|156|14|\N
321|35|18|4693
312|157|14|\N
313|158|14|\N
280|136|18|2474
281|136|18|2473
282|136|18|2475
283|136|18|2472
284|136|18|2476
285|137|14|\N
286|138|14|\N
287|139|14|\N
314|159|14|\N
288|140|18|2481
289|140|18|2482
290|140|18|2483
291|140|18|2484
292|140|21|Self
293|141|14|\N
294|142|14|\N
295|143|13|0,90
296|144|13|0,7200
297|145|17|\N
298|146|17|\N
299|147|18|1036
300|147|18|1037
301|148|18|1036
302|148|18|1037
303|149|18|1036
304|149|18|1037
305|150|17|\N
306|151|13|0,15
307|152|13|0,15
308|153|13|0,15
309|154|15|\N
310|155|13|0,9999999
315|160|14|\N
316|161|19|\N
317|162|19|\N
318|163|13|0.01,20
319|164|15|\N
320|165|13|0,11
322|34|18|4697
