1|1|1|\N|analysis_logged_in|Y|L|Logged In
2|1|2|\N|analysis_initiated|Y|I|Initiated
3|1|3|\N|analysis_on_hold|Y|H|On Hold
4|1|4|\N|analysis_requeue|Y|Q|Requeue
5|1|5|\N|analysis_completed|Y|C|Completed
6|1|6|\N|analysis_released|Y|R|Released
7|1|7|\N|analysis_error_logged_in|Y|l|Error Logged In
8|1|8|\N|analysis_error_initiated|Y|i|Error Initiated
9|1|9|\N|analysis_cancelled|Y|X|Cancelled
10|1|10|\N|analysis_inprep|Y|P|In Prep
11|1|11|\N|analysis_error_completed|Y|c|Error Completed
12|1|12|\N|analysis_error_inprep|Y|p|Error In Prep
13|2|1|\N|aux_numeric|Y|\N|Numeric
14|2|2|\N|aux_alpha_upper|Y|\N|Alpha Uppercase
15|2|3|\N|aux_alpha_lower|Y|\N|Alpha Lowercase
16|2|4|\N|aux_alpha_mixed|Y|\N|Alpha Mixed Case
17|2|5|\N|aux_date|Y|\N|Date
18|2|6|\N|aux_dictionary|Y|\N|Dictionary
19|2|7|\N|aux_date_time|Y|\N|Date-Time
20|2|8|\N|aux_time|Y|\N|Time
21|2|9|\N|aux_default|Y|\N|Default
22|6|1|\N|inv_main_store|N|invMainStr|Main
23|6|2|\N|manufa_storeic|Y|ManStoreIC|Iowa City
24|6|3|\N|manufa_storeank|Y|ManStoreAN|Ankeny
25|6|4|\N|manufa_mediaic|Y|MediaManIC|Media
26|8|1|\N|laboratory_location_ank|Y|2960|Ankeny
27|8|2|\N|laboratory_location_ic|Y|2961|Iowa City
28|9|1|\N|order_status_pending|Y|statusPend|Pending
29|9|2|\N|order_status_cancelled|Y|statusCanc|Cancelled
30|9|3|\N|order_status_back_ordered|Y|statusBckO|Back Ordered
31|9|4|\N|order_status_processed|Y|statusProc|Processed
941|63|1|\N|animal|Y|A|Animal
942|63|2|\N|environmental|Y|E|Environmental
32|10|1|\N|org_bill_to|Y|AECNPWQS|Bill To
33|10|2|\N|org_second_report_to|Y|AECNPWQS|Secondary Report To
34|10|3|\N|org_report_to|Y|AECNPQS|Report To
35|11|1|\N|qaevent_internal|Y|I|Internal
36|11|2|\N|qaevent_override|Y|R|Result Override
37|11|3|\N|qaevent_warning|Y|W|Warning
38|12|5|\N|round_sig_fig_noe|Y|\N|Sig Fig Not Scientific
790|12|3|\N|round_int_sig_fig_noe|Y|\N|Integer + Sig Fig Not Scientific
40|14|2|\N|sample_logged_in|Y|L|Logged In
41|14|3|\N|sample_completed|Y|C|Completed
42|14|4|\N|sample_error|Y|E|Error
43|14|5|\N|sample_released|Y|R|Released
791|50|5|\N|\N|Y|\N|Sample Receiving
45|15|1|\N|\N|Y|ATS|At Source
46|15|2|\N|\N|Y|FSD|First Draw
47|15|3|\N|\N|Y|LSL|Lead Service
48|16|1|\N|\N|Y|OR|Original
49|16|2|\N|\N|Y|UP|Up
50|16|3|\N|\N|Y|DN|Down
51|16|4|\N|\N|Y|OT|Other
52|17|2|\N|sdwis_category_radchem|Y|RA|Radio Chemical
53|17|3|\N|sdwis_category_chemical|Y|CH|Chemical
54|17|4|\N|sdwis_category_lead|Y|PB|Pb/Cu
55|18|1|\N|smpl_type_rt|Y|RT|RT - Routine
56|18|2|\N|smpl_type_rp|Y|RP|RP - Repeat
57|18|3|\N|smpl_type_sp|Y|SP|SP - Special
58|19|4|\N|shipping_method_ups|Y|\N|UPS
1020|36|40|306|\N|Y|\N|[NTU] {PT}
60|19|5|\N|shipping_method_usps|Y|\N|USPS
61|19|1|\N|shipping_method_courier|Y|\N|Courier
62|20|1|\N|shipping_status_cancelled|Y|\N|Cancelled
63|20|2|\N|shipping_status_processed|Y|\N|Processed
64|20|3|\N|shipping_status_shipped|Y|\N|Shipped
65|22|3|\N|state_us_ak|Y|AK|AK
66|22|6|\N|state_us_az|Y|AZ|AZ
67|22|5|\N|state_us_ar|Y|AR|AR
68|22|10|\N|state_us_ca|Y|CA|CA
69|22|14|\N|state_us_co|Y|CO|CO
70|22|16|\N|state_us_ct|Y|CT|CT
1021|36|19|442|\N|Y|\N|[CFU]/100mL {PT}
71|22|18|\N|state_us_de|Y|DE|DE
72|22|22|\N|state_us_fl|Y|FL|FL
73|22|23|\N|state_us_ga|Y|GA|GA
74|22|27|\N|state_us_hi|Y|HI|HI
75|22|29|\N|state_us_id|Y|ID|ID
76|22|30|\N|state_us_il|Y|IL|IL
77|22|31|\N|state_us_in|Y|IN|IN
78|22|28|\N|state_us_ia|Y|IA|IA
79|22|33|\N|state_us_ks|Y|KS|KS
80|22|34|\N|state_us_ky|Y|KY|KY
81|22|35|\N|state_us_la|Y|LA|LA
82|22|39|\N|state_us_me|Y|ME|ME
83|22|38|\N|state_us_md|Y|MD|MD
84|22|4|\N|state_us_al|Y|AL|AL
85|22|36|\N|state_us_ma|Y|MA|MA
86|22|92|\N|state_us_wy|Y|WY|WY
87|22|41|\N|state_us_mi|Y|MI|MI
88|22|42|\N|state_us_mn|Y|MN|MN
89|22|45|\N|state_us_ms|Y|MS|MS
90|22|43|\N|state_us_mo|Y|MO|MO
91|22|46|\N|state_us_mt|Y|MT|MT
92|22|51|\N|state_us_ne|Y|NE|NE
93|22|60|\N|state_us_nv|Y|NV|NV
94|22|54|\N|state_us_nj|Y|NJ|NJ
95|22|53|\N|state_us_nh|Y|NH|NH
96|22|56|\N|state_us_nm|Y|NM|NM
97|22|61|\N|state_us_ny|Y|NY|NY
98|22|49|\N|state_us_nc|Y|NC|NC
99|22|50|\N|state_us_nd|Y|ND|ND
100|22|63|\N|state_us_oh|Y|OH|OH
101|22|64|\N|state_us_ok|Y|OK|OK
102|22|66|\N|state_us_or|Y|OR|OR
103|22|67|\N|state_us_pa|Y|PA|PA
104|22|73|\N|state_us_ri|Y|RI|RI
105|22|74|\N|state_us_sc|Y|SC|SC
106|22|75|\N|state_us_sd|Y|SD|SD
107|22|83|\N|state_us_tn|Y|TN|TN
108|22|84|\N|state_us_tx|Y|TX|TX
109|22|85|\N|state_us_ut|Y|UT|UT
110|22|87|\N|state_us_vt|Y|VT|VT
111|22|86|\N|state_us_va|Y|VA|VA
112|22|89|\N|state_us_wa|Y|WA|WA
113|22|91|\N|state_us_wv|Y|WV|WV
114|22|90|\N|state_us_wi|Y|WI|WI
115|24|0|\N|test_analyte_req|Y|\N|Required
116|24|0|\N|test_analyte_opt|Y|\N|Optional
117|24|0|\N|test_analyte_read_only|Y|\N|Read Only
118|24|0|\N|test_analyte_suplmtl|Y|\N|Supplemental
119|25|1|\N|reflex_auto|Y|\N|Auto-Add
120|25|2|\N|reflex_prompt|Y|\N|Prompt
121|25|3|\N|reflex_auto_ndup|Y|\N|Auto-Add, Non-duplicate
122|25|4|\N|reflex_prompt_ndup|Y|\N|Prompt, Non-duplicate
